name,url,category,description,featured,hidden
Karlis Kah - Portfolio of Work,https://karlis-kah-portfolio-of-work.com,Portfolio,Portfolio and showcase website,false,false
Poison Studio,https://poison-studio.com,Agency/Studio,Creative design agency/studio,false,true
Simone,https://simone.com,Other,Online platform and service,false,false
Redchurch,https://redchurch.com,Other,Online platform and service,false,false
Capsule Design Studio,https://capsule-design-studio.com,Agency/Studio,Creative design agency/studio,false,true
Finnian Sturdy,https://finnian-sturdy.com,Other,Online platform and service,false,false
Illustrator Portfolio - Aleksandra Stanglewicz,https://illustrator-portfolio-aleksandra-stanglewicz.com,Portfolio,Portfolio and showcase website,false,false
Roguefilms,https://roguefilms.com,Other,Online platform and service,false,false
FolioInspo,https://folioinspo.com,Other,Online platform and service,false,false
Free Webflow freelancer template,https://free-webflow-freelancer-template.com,Template,Website template and design,false,false
Angelina's Folio,https://angelina-s-folio.com,Other,Online platform and service,false,false
Maniv - Venture Capital,https://maniv-venture-capital.com,Developer,Developer tools and resources,false,true
Valdis Zhvaginsh - Personal Website,https://valdis-zhvaginsh-personal-website.com,Other,Online platform and service,false,false
Kiko's Playground,https://kiko-s-playground.com,Other,Online platform and service,false,false
Hal.Studio - a design agency portfolio,https://hal-studio-a-design-agency-portfolio.com,Agency/Studio,Creative design agency/studio,false,false
Snowhouse Studio v3,https://snowhouse-studio-v3.com,Agency/Studio,Creative design agency/studio,false,true
Allison Lafyatis | Portfolio,https://allison-lafyatis-portfolio.com,Portfolio,Portfolio and showcase website,false,false
Filmmaker Portfolio (Fernando Tábora),https://filmmaker-portfolio-fernando-t-bora.com,Portfolio,Portfolio and showcase website,false,false
PAARTS,https://paarts.com,Other,Online platform and service,false,false
Ethan Karpick Photo,https://ethan-karpick-photo.com,Other,Online platform and service,false,false
Kate Zest Studio Redesign | Modern and minimal portfolio website,https://kate-zest-studio-redesign-modern-and-minimal-portfolio-website.com,Agency/Studio,Creative design agency/studio,false,true
Billie Tuitt,https://billie-tuitt.com,Other,Online platform and service,false,false
Lowell Design Co,https://lowell-design-co.com,Agency/Studio,Creative design agency/studio,false,true
JP.Works,https://jp-works.com,Other,Online platform and service,false,false
"Anton, UI/UX Designer, Webflow developer",https://anton-ui-ux-designer-webflow-developer.com,Agency/Studio,Creative design agency/studio,false,false
James Machin,https://james-machin.com,Other,Online platform and service,false,false
Webflix Studio,https://webflix-studio.com,Agency/Studio,Creative design agency/studio,false,true
Phunk Creative,https://phunk-creative.com,Agency/Studio,Creative agency and design studio,false,true
"Victor Vorontsov - Brand, Product Designer",https://victor-vorontsov-brand-product-designer.com,Agency/Studio,Creative design agency/studio,false,false
The New Sweven.design,https://the-new-sweven-design.com,Agency/Studio,Creative design agency/studio,false,true
Aaron Romero – Freelance Web Designer,https://aaron-romero-freelance-web-designer.com,Agency/Studio,Creative design agency/studio,false,false
Serge Cote — Designer,https://serge-cote-designer.com,Agency/Studio,Creative design agency/studio,false,true
CoreyMoen.com,https://CoreyMoen.com,Other,Online platform and service,false,false
Maryan Ivasyk – Designer's Portfolio,https://maryan-ivasyk-designer-s-portfolio.com,Agency/Studio,Creative design agency/studio,false,false
Paper Tiger agency website,https://paper-tiger-agency-website.com,Agency/Studio,Creative agency and design studio,false,false
Webflow Conf Workshop,https://webflow-conf-workshop.com,E-commerce,E-commerce and online store,false,true
Portfolio Website,https://portfolio-website.com,Portfolio,Portfolio and showcase website,false,true
MannSalesCO,https://mannsalesco.com,Other,Online platform and service,false,false
Edward Gray,https://edward-gray.com,Other,Online platform and service,false,false
E&W Design Studio,https://e-w-design-studio.com,Agency/Studio,Creative design agency/studio,false,true
Breeona Nechole Portfolio,https://breeona-nechole-portfolio.com,Portfolio,Portfolio and showcase website,false,false
Elastico,https://elastico.com,Other,Online platform and service,false,false
Quartz - Portfolio Website Template,https://quartz-portfolio-website-template.com,Portfolio,Portfolio and showcase website,false,true
Calum Campbell-Coles Design & Motion,https://calum-campbell-coles-design-motion.com,Agency/Studio,Creative design agency/studio,false,false
Wunderbar,https://wunderbar.com,Other,Online platform and service,false,false
Draggable CMS Grid,https://draggable-cms-grid.com,Other,Online platform and service,false,false
Portfolio cloneable template,https://portfolio-cloneable-template.com,Portfolio,Portfolio and showcase website,false,false
Volta Agency,https://volta-agency.com,Agency/Studio,Creative agency and design studio,false,true
jas.,https://jas.com,Other,Online platform and service,false,false
Gaggero Works / Design Studio,https://gaggero-works-design-studio.com,Agency/Studio,Creative design agency/studio,false,false
thirteen23,https://thirteen23.com,Other,Online platform and service,false,false
Flowman | Super hero Webflow developer,https://flowman-super-hero-webflow-developer.com,Developer,Developer tools and resources,false,false
Pepperclip Studio,https://pepperclip-studio.com,Agency/Studio,Creative design agency/studio,false,true
Bayonet,https://bayonet.com,Other,Online platform and service,false,false
Reveal Studio portfolio,https://reveal-studio-portfolio.com,Agency/Studio,Creative design agency/studio,false,true
Noomo Agency,https://noomo-agency.com,Agency/Studio,Creative agency and design studio,false,true
Rivision,https://rivision.com,Other,Online platform and service,false,false
Personal 2023 Portfolio,https://personal-2023-portfolio.com,Portfolio,Portfolio and showcase website,false,true
Bolk Studio,https://bolk-studio.com,Agency/Studio,Creative design agency/studio,false,false
"Adrienn White - Brand Strategist, Brand & Web Designer",https://adrienn-white-brand-strategist-brand-web-designer.com,Agency/Studio,Creative design agency/studio,false,false
Portfolio WebSite,https://portfolio-website.com,Portfolio,Portfolio and showcase website,false,true
DVELE,https://dvele.com,Other,Online platform and service,false,false
Homy Studio,https://homy-studio.com,Agency/Studio,Creative design agency/studio,false,true
Nate Bruzdzinski — Work,https://nate-bruzdzinski-work.com,Other,Online platform and service,false,false
Jordan Hughes | Portfolio site 2023 (cloneable),https://jordan-hughes-portfolio-site-2023-cloneable.com,Portfolio,Portfolio and showcase website,false,false
Citrona Studio,https://citrona-studio.com,Agency/Studio,Creative design agency/studio,false,true
troy-millings,https://troy-millings.com,Other,Online platform and service,false,false
Webflow Freelancer/Agency,https://webflow-freelancer-agency.com,Agency/Studio,Creative agency and design studio,false,true
Big Lettering Scroll-Animation (Free Cloneable),https://big-lettering-scroll-animation-free-cloneable.com,Other,Online platform and service,false,false
Fluid22,https://fluid22.com,Other,Online platform and service,false,false
Pedro Matos Chaves · Design,https://pedro-matos-chaves-design.com,Agency/Studio,Creative design agency/studio,false,true
Cuántika Studio,https://cu-ntika-studio.com,Agency/Studio,Creative design agency/studio,false,true
Hen³ Portfolio,https://hen-portfolio.com,Portfolio,Portfolio and showcase website,false,true
bakkendesignllc,https://bakkendesignllc.com,Agency/Studio,Creative design agency/studio,false,false
Shrinking Nav on scroll + overscroll section effect,https://shrinking-nav-on-scroll-overscroll-section-effect.com,Other,Online platform and service,false,false
Hallwil`s Agency Website,https://hallwil-s-agency-website.com,Agency/Studio,Creative agency and design studio,false,true
Macaspac Studio Portfolio,https://macaspac-studio-portfolio.com,Agency/Studio,Creative design agency/studio,false,true
grujicic.com,https://grujicic.com,Other,Online platform and service,false,false
BOLD CAPITAL Cloneable Template,https://bold-capital-cloneable-template.com,Developer,Developer tools and resources,false,false
Moris Design Co.,https://moris-design-co.com,Agency/Studio,Creative design agency/studio,false,true
rafe-burchell-creative-portfolio,https://rafe-burchell-creative-portfolio.com,Agency/Studio,Creative agency and design studio,false,false
produx-design-website,https://produx-design-website.com,Agency/Studio,Creative design agency/studio,false,true
Zchry - Portfolio Site,https://zchry-portfolio-site.com,Portfolio,Portfolio and showcase website,false,true
Kernel,https://kernel.com,Other,Online platform and service,false,false
jbstudioweb,https://jbstudioweb.com,Agency/Studio,Creative design agency/studio,false,true
Solveig - Free Cloneable Portfolio Template,https://solveig-free-cloneable-portfolio-template.com,Portfolio,Portfolio and showcase website,false,false
Never too late Studio,https://never-too-late-studio.com,Agency/Studio,Creative design agency/studio,false,true
ministrydesign,https://ministrydesign.com,Agency/Studio,Creative design agency/studio,false,true
Lukas Rudrof Portfolio,https://lukas-rudrof-portfolio.com,Portfolio,Portfolio and showcase website,false,true
Casey Cam Creative,https://casey-cam-creative.com,Agency/Studio,Creative agency and design studio,false,true
The Eternals - agency site with custom three.js animation,https://the-eternals-agency-site-with-custom-three-js-animation.com,Agency/Studio,Creative agency and design studio,false,false
Philipp Girzalsky Portfolio 2023,https://philipp-girzalsky-portfolio-2023.com,Portfolio,Portfolio and showcase website,false,false
Nate Ward Portfolio Site,https://nate-ward-portfolio-site.com,Portfolio,Portfolio and showcase website,false,true
Luke Arnold | Official Site,https://luke-arnold-official-site.com,Other,Online platform and service,false,false
VERSUS - NYC,https://versus-nyc.com,Other,Online platform and service,false,false
The Carter Ogunsola - Portfolio,https://the-carter-ogunsola-portfolio.com,Portfolio,Portfolio and showcase website,false,false
Simon Mas • Graphic designer portfolio,https://simon-mas-graphic-designer-portfolio.com,Agency/Studio,Creative design agency/studio,false,false
breannab.com – design portfolio,https://breannab-com-design-portfolio.com,Agency/Studio,Creative design agency/studio,false,false
V I T R I N E - Photographic Post production,https://v-i-t-r-i-n-e-photographic-post-production.com,Other,Online platform and service,false,false
Sasha Hamolin — Portfolio Website,https://sasha-hamolin-portfolio-website.com,Portfolio,Portfolio and showcase website,false,true
imrachelk,https://imrachelk.com,Other,Online platform and service,false,false
peterdimitrov.design | Portfolio v1,https://peterdimitrov-design-portfolio-v1.com,Agency/Studio,Creative design agency/studio,false,false
Andreas Kuhnen | Webdesign Portfolio,https://andreas-kuhnen-webdesign-portfolio.com,Agency/Studio,Creative design agency/studio,false,false
Amery Digital: Preserving the Unique Charm of Faded Properties,https://amery-digital-preserving-the-unique-charm-of-faded-properties.com,Other,Online platform and service,false,false
Unikat Gallery,https://unikat-gallery.com,Other,Online platform and service,false,false
andy-hooke,https://andy-hooke.com,Other,Online platform and service,false,false
Relume Preview Cloneable,https://relume-preview-cloneable.com,Other,Online platform and service,false,false
EloyB | 2022 Portfolio,https://eloyb-2022-portfolio.com,Portfolio,Portfolio and showcase website,false,true
👾 Product designer Portfolio I Matthis Garnier,https://product-designer-portfolio-i-matthis-garnier.com,Agency/Studio,Creative design agency/studio,false,false
VOIDMOD - Agency,https://voidmod-agency.com,Agency/Studio,Creative agency and design studio,false,true
Daniel Gamble Portfolio - Design and Development Melbourne,https://daniel-gamble-portfolio-design-and-development-melbourne.com,Agency/Studio,Creative design agency/studio,false,false
Saket's Portfolio,https://saket-s-portfolio.com,Portfolio,Portfolio and showcase website,false,true
Kabello Design Agency - Cloneable Template,https://kabello-design-agency-cloneable-template.com,Agency/Studio,Creative design agency/studio,false,false
Raca Studio - Architecture Design,https://raca-studio-architecture-design.com,Agency/Studio,Creative design agency/studio,false,false
Tomáš Mrázek Portfolio,https://tom-mr-zek-portfolio.com,Portfolio,Portfolio and showcase website,false,true
Overthought Studio,https://overthought-studio.com,Agency/Studio,Creative design agency/studio,false,true
Simon De Ridder - Designer & Webflow Developer,https://simon-de-ridder-designer-webflow-developer.com,Agency/Studio,Creative design agency/studio,false,false
Personal Portfolio,https://personal-portfolio.com,Portfolio,Portfolio and showcase website,false,true
Aarland - Design studio,https://aarland-design-studio.com,Agency/Studio,Creative design agency/studio,false,false
J.Lee,https://j-lee.com,Other,Online platform and service,false,false
iPhone Mockup Screen Scroll Animation for your Portfolio,https://iphone-mockup-screen-scroll-animation-for-your-portfolio.com,Portfolio,Portfolio and showcase website,false,false
Noon,https://noon.com,Other,Online platform and service,false,false
mary-daniel-portfolio,https://mary-daniel-portfolio.com,Portfolio,Portfolio and showcase website,false,true
Druhin Tarafder - Folio ‘22,https://druhin-tarafder-folio-22.com,Other,Online platform and service,false,false
Dmitry Spravko — Digital Product Designer Portfolio Website,https://dmitry-spravko-digital-product-designer-portfolio-website.com,Agency/Studio,Creative design agency/studio,false,true
Teel Group,https://teel-group.com,Other,Online platform and service,false,false
Shawn Antonio — Product (UX/UI) Design Portfolio,https://shawn-antonio-product-ux-ui-design-portfolio.com,Agency/Studio,Creative design agency/studio,false,false
Pierre-Louis Creative Freelancer,https://pierre-louis-creative-freelancer.com,Agency/Studio,Creative agency and design studio,false,false
Portfolio Website - LaOlu,https://portfolio-website-laolu.com,Portfolio,Portfolio and showcase website,false,true
Kane Baker,https://kane-baker.com,Other,Online platform and service,false,false
simonlangloiswork,https://simonlangloiswork.com,Other,Online platform and service,false,false
Sabina met een A,https://sabina-met-een-a.com,Other,Online platform and service,false,false
Diegoliv.works (2023),https://diegoliv-works-2023.com,Other,Online platform and service,false,false
Personal Portfolio,https://personal-portfolio.com,Portfolio,Portfolio and showcase website,false,true
marko-gole-portfolio,https://marko-gole-portfolio.com,Portfolio,Portfolio and showcase website,false,true
Studiofy X - Design Agency Webflow Template | BRIX Templates,https://studiofy-x-design-agency-webflow-template-brix-templates.com,Agency/Studio,Creative design agency/studio,false,false
consolidated Signage,https://consolidated-signage.com,Other,Online platform and service,false,false
Max Schmitz,https://max-schmitz.com,Other,Online platform and service,false,false
JeyAusten.com - Brand and Visual Design Portfolio,https://jeyausten-com-brand-and-visual-design-portfolio.com,Agency/Studio,Creative design agency/studio,false,false
Henry Northington Portfolio,https://henry-northington-portfolio.com,Portfolio,Portfolio and showcase website,false,false
I am James Baduor,https://i-am-james-baduor.com,Other,Online platform and service,false,false
Pretty Useful Co. Studio,https://pretty-useful-co-studio.com,Agency/Studio,Creative design agency/studio,false,true
Portfolio website template - Free Webflow Cloneable,https://portfolio-website-template-free-webflow-cloneable.com,Portfolio,Portfolio and showcase website,false,true
toludeji,https://toludeji.com,Other,Online platform and service,false,false
muhsalmon - Personal Website,https://muhsalmon-personal-website.com,Other,Online platform and service,false,false
Bazil - Webdesigner & photographer,https://bazil-webdesigner-photographer.com,Agency/Studio,Creative design agency/studio,false,false
Nate Fussner Portfolio,https://nate-fussner-portfolio.com,Portfolio,Portfolio and showcase website,false,true
Rachel Bavaresco - Portfolio,https://rachel-bavaresco-portfolio.com,Portfolio,Portfolio and showcase website,false,false
Always Fresh Web Agency Website,https://always-fresh-web-agency-website.com,Agency/Studio,Creative agency and design studio,false,false
Coming Soon Page // eloyb.design,https://coming-soon-page-eloyb-design.com,Agency/Studio,Creative design agency/studio,false,false(dot)connect 2,https://dotconnect.vc,Finance/Investment,"(dot)connect is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",false,false
/dev/agents,https://sdsa.ai,Technology/Software,"/dev/agents is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",false,false
1/1 Studio,https://1of1studio.com,Design/Creative,"1/1 Studio is a creative design platform offering professional design tools, UI/UX resources, graphic assets, templates, and inspiration for designers creating exceptional experiences.",false,false
1000-wp-themes 2,https://1000-wp-themes.com,Template,"1000-wp-themes is a template platform offering professional website templates, design resources, customizable layouts, and creative assets for building stunning websites.",false,false
12th Berlin Biennale for Contemporary Art,https://12.berlinbiennale.de,Architecture/Real Estate,"12th Berlin Biennale for Contemporary Art is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",false,false
15five 2,https://15five.com,SaaS / HR,Continuous performance management platform with AI-powered insights for employee engagement and goals.,false,false
23° Monorigine,https://www.23gradicoffee.com,Food & Beverage,"23° Monorigine is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",false,false
23×2 Fundacja,https://23x2.org,Finance/Investment,"23×2 Fundacja is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",false,false
247Studio,https://247studio.co,Design/Creative,"247Studio is a creative design platform offering professional design tools, UI/UX resources, graphic assets, templates, and inspiration for designers creating exceptional experiences.",false,false
2LG Studio,http://www.2lgstudio.com,Design/Creative,"2LG Studio is a creative design platform offering professional design tools, UI/UX resources, graphic assets, templates, and inspiration for designers creating exceptional experiences.",false,false
2am-media 2,https://2am-media.com,Content / Media,"2am-media is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",false,false
3-luxury-apartment 2,https://3-luxury-apartment.com,SaaS / Design,"3-luxury-apartment is a cloud-based SaaS platform delivering powerful software solutions, seamless integrations, and enterprise-grade tools for modern businesses seeking efficiency and scalability.",false,false
3d-christmas-pop-up-card 2,https://3d-christmas-pop-up-card.com,SaaS / HR,"3d-christmas-pop-up-card is a cloud-based SaaS platform delivering powerful software solutions, seamless integrations, and enterprise-grade tools for modern businesses seeking efficiency and scalability.",false,false
56-digital 2,https://56-digital.com,Developer Tool,"56-digital is a developer tool platform providing coding resources, APIs, frameworks, documentation, and development solutions for building modern, scalable applications.",false,false
5Point Film Festival,https://www.5pointfilm.org,Media/Entertainment,"5Point Film Festival is an AI-powered platform leveraging machine learning, artificial intelligence, and automation to deliver intelligent solutions, predictive insights, and innovative technology.",false,false
5S,https://5scontent.com,Media/Entertainment,"5S is an AI-powered platform leveraging machine learning, artificial intelligence, and automation to deliver intelligent solutions, predictive insights, and innovative technology.",false,false
A Big List of Good News from 2016,https://abiglistofgoodnewsfrom2016.com,Media/Entertainment,"A Big List of Good News from 2016 is an AI-powered platform leveraging machine learning, artificial intelligence, and automation to deliver intelligent solutions, predictive insights, and innovative technology.",false,false
A Branding and Design Studio specialising in Luxury Brands.,https://colville.walker.com,Design/Creative,"A Branding and Design Studio specialising in Luxury Brands. is a creative design platform offering professional design tools, UI/UX resources, graphic assets, templates, and inspiration for designers creating exceptional experiences.",false,false
A Bureaucratic Desire For Revenge,http://abdfr.com,Agency/Studio,"A Bureaucratic Desire For Revenge is a creative agency delivering professional services including branding, design, marketing strategy, and consulting solutions tailored to help businesses achieve their goals.",false,false
A Chronology,https://achronology.com,Recruitment/HR,"A Chronology is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",false,false
A Ghost Store,https://aghoststore.com,E-commerce/Retail,"A Ghost Store is an AI-powered platform leveraging machine learning, artificial intelligence, and automation to deliver intelligent solutions, predictive insights, and innovative technology.",false,false
A Magazine,https://amagazine.com,Media/Entertainment,"A Magazine is an AI-powered platform leveraging machine learning, artificial intelligence, and automation to deliver intelligent solutions, predictive insights, and innovative technology.",false,false
A New Approach,https://newapproach.org.au,Technology/Software,"A New Approach is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",false,false
A Practice for Everyday Life,https://apracticeforeverydaylife.com,Lifestyle/Blog,"A Practice for Everyday Life is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",false,false
A Practice of Everyday Life,https://apracticeofeverydaylife.com,Lifestyle/Blog,"A Practice of Everyday Life is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",false,false
A Private Kyoto Travelouge,https://aprivatekyototravelouge.com,Travel/Hospitality,"A Private Kyoto Travelouge is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",false,false
A destination like no other creates experiences like no other.,https://saaristo.fi,Food & Beverage,"A destination like no other creates experiences like no other. is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",false,false
A | r - Architectural Resources,https://ararchitecturalresources.com,Architecture/Real Estate,"A | r - Architectural Resources is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",false,false
A&Mcreative,http://amcreativeparis.com,Design/Creative,"A&Mcreative is a creative design platform offering professional design tools, UI/UX resources, graphic assets, templates, and inspiration for designers creating exceptional experiences.",false,false
A-Dam Underwear,https://www.adamunderwear.com,E-commerce/Retail,"A-Dam Underwear is an AI-powered platform leveraging machine learning, artificial intelligence, and automation to deliver intelligent solutions, predictive insights, and innovative technology.",false,false
A. Huseby,https://ahuseby.com,Personal/Portfolio,"A. Huseby is a professional portfolio website showcasing creative work, design projects, case studies, and achievements with stunning visual presentation and user-friendly navigation.",false,false
A.G Designer Jeweller,https://agdesignerjeweller.com,Design/Creative,"A.G Designer Jeweller is a creative design platform offering professional design tools, UI/UX resources, graphic assets, templates, and inspiration for designers creating exceptional experiences.",false,false
A.N Other,https://another.com,Personal/Portfolio,"A.N Other is a professional portfolio website showcasing creative work, design projects, case studies, and achievements with stunning visual presentation and user-friendly navigation.",false,false
A24 Auctions,https://a24auctions.com,Personal/Portfolio,"A24 Auctions is a professional portfolio website showcasing creative work, design projects, case studies, and achievements with stunning visual presentation and user-friendly navigation.",false,false
A24 Films,https://a24films.com,Media/Entertainment,"A24 Films is an AI-powered platform leveraging machine learning, artificial intelligence, and automation to deliver intelligent solutions, predictive insights, and innovative technology.",false,false
ACCLAIM Contractors,https://www.acclaimcontractors.com.au,Technology/Software,"ACCLAIM Contractors is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",false,false
ACS Clothing,https://acsclothing.com,E-commerce/Retail,"ACS Clothing is an AI-powered platform leveraging machine learning, artificial intelligence, and automation to deliver intelligent solutions, predictive insights, and innovative technology.",false,false
ADC Global,https://adcglobal.com,Personal/Portfolio,"ADC Global is a professional portfolio website showcasing creative work, design projects, case studies, and achievements with stunning visual presentation and user-friendly navigation.",false,false
AGDA | Australian Design Biennale,https://agdaaustraliandesignbiennale.com,Design/Creative,"AGDA | Australian Design Biennale is a creative design platform offering professional design tools, UI/UX resources, graphic assets, templates, and inspiration for designers creating exceptional experiences.",false,false
AGI: Preview,https://agipreview.com,Personal/Portfolio,"AGI: Preview is a professional portfolio website showcasing creative work, design projects, case studies, and achievements with stunning visual presentation and user-friendly navigation.",false,false
AI Agent Management Platform for contact centers 2,https://www.parloa.com,Technology/Software,"AI Agent Management Platform for contact centers is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",false,false
AI Agents for Account Receivables & Working Capital Solutions | Daylit 2,https://www.daylit.com,Technology/Software,"AI Agents for Account Receivables & Working Capital Solutions | Daylit is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",false,false
AI Software for Labs and Enterprise | Invisible Technologies 2,https://invisibletech.ai,Business/Productivity,"AI Software for Labs and Enterprise | Invisible Technologies is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",false,false
AI-powered software for managing and monetizing media 2,https://www.backlight.co,Technology/Software,"AI-powered software for managing and monetizing media is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",false,false
AIA New York,https://www.aiany.org,Technology/Software,"AIA New York is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",false,false
AIAIAI,https://aiaiai.com,Technology/Software,"AIAIAI is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",false,false
AIAIAI Audio,https://aiaiai.audio,Technology/Software,"AIAIAI Audio is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",false,false
AIAIAI Denmark,https://aiaiaidenmark.com,Technology/Software,"AIAIAI Denmark is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",false,false
AIGA InsideOut SF,https://aigainsideoutsf.com,Technology/Software,"AIGA InsideOut SF is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",false,false
AIGA New York,https://www.aigany.org,Technology/Software,"AIGA New York is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",false,false
AIGA | Eye on Design,https://aigadesignondesign.com,Technology/Software,"AIGA | Eye on Design is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",false,false
AIGA: Design Conference 2015,https://aigadesignconference2015.com,Technology/Software,"AIGA: Design Conference 2015 is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",false,false
AIR Studios,https://www.airstudios.com,Technology/Software,"AIR Studios is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",false,false
ALSO - Introducing Transcendent Mobility,https://ridealso.com,Mobility/Transportation,"ALSO - Introducing Transcendent Mobility is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",false,false
ARA Wines,https://arawines.com,Food & Beverage,"ARA Wines is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",false,false
ASJP Architecture,https://asjp.com.au,Architecture/Real Estate,"ASJP Architecture is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",false,false
AVEC Drinks,https://avecdrinks.com,Food & Beverage,"AVEC Drinks is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",false,false
AYR SS14,https://ayrss14.com,Personal/Portfolio,"AYR SS14 is a professional portfolio website showcasing creative work, design projects, case studies, and achievements with stunning visual presentation and user-friendly navigation.",false,false
Aalto Festival 2018,https://aaltofestival2018.com,Media/Entertainment,"Aalto Festival 2018 is an AI-powered platform leveraging machine learning, artificial intelligence, and automation to deliver intelligent solutions, predictive insights, and innovative technology.",false,false
Aamir Shaikh,https://aamirshaikh.com,Technology/Software,"Aamir Shaikh is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",false,false
Aaply 2,https://aaply.app,Technology/Software,"Aaply is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",false,false
Abbotsford Convent,https://abbotsfordconvent.com,Personal/Portfolio,"Abbotsford Convent is a professional portfolio website showcasing creative work, design projects, case studies, and achievements with stunning visual presentation and user-friendly navigation.",false,false
Abbreviated Projects,https://abbrprojects.com,Business/Productivity,"Abbreviated Projects is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",false,false
Abby Seymour,https://abbyseymour.com,Personal/Portfolio,"Abby Seymour is a professional portfolio website showcasing creative work, design projects, case studies, and achievements with stunning visual presentation and user-friendly navigation.",false,false
Abdul Wahab,https://abdulwahab.com,Personal/Portfolio,"Abdul Wahab is a professional portfolio website showcasing creative work, design projects, case studies, and achievements with stunning visual presentation and user-friendly navigation.",false,false
Abdus Salam,https://abdussalam.com,Personal/Portfolio,"Abdus Salam is a professional portfolio website showcasing creative work, design projects, case studies, and achievements with stunning visual presentation and user-friendly navigation.",false,false
Abhay Rahul,https://abhayrahul.com,Personal/Portfolio,"Abhay Rahul is a professional portfolio website showcasing creative work, design projects, case studies, and achievements with stunning visual presentation and user-friendly navigation.",false,false
Abhishek Kambli,https://abhishekkambli.com,Personal/Portfolio,"Abhishek Kambli is a professional portfolio website showcasing creative work, design projects, case studies, and achievements with stunning visual presentation and user-friendly navigation.",false,false
Above The Clouds,https://www.abovethecloudsstore.com,Technology/Software,"Above The Clouds is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",false,false
Abstrakt,https://weareabstrakt.com,E-commerce/Retail,"Abstrakt is an AI-powered platform leveraging machine learning, artificial intelligence, and automation to deliver intelligent solutions, predictive insights, and innovative technology.",false,false
Academy,https://academy.pictures,Photography,"Academy is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",false,false
Acayaba + Rosenberg,https://ar-arquitetos.com.br,Design/Creative,"Acayaba + Rosenberg is a creative design platform offering professional design tools, UI/UX resources, graphic assets, templates, and inspiration for designers creating exceptional experiences.",false,false
Access Ventures,http://accessventures.org,Finance/Investment,"Access Ventures is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",false,false
Acedesign,https://acedesign.studio,Design/Creative,"Acedesign is a creative design platform offering professional design tools, UI/UX resources, graphic assets, templates, and inspiration for designers creating exceptional experiences.",false,false
