name,url,category,description,featured,hidden
Craft - Unearthing What's Next,https://itscraft.com,Arts/Crafts,"Craft - Unearthing What's Next is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",False,False
Craft Commerce,https://craftcommerce.com,E-commerce/Retail,"Craft Commerce is an AI-powered platform leveraging machine learning, artificial intelligence, and automation to deliver intelligent solutions, predictive insights, and innovative technology.",False,False
Crafting your vision one dot at a time. | CREGG Paris,https://www.cregg.paris.com,Arts/Crafts,"Crafting your vision one dot at a time. | CREGG Paris is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",False,False
Crafts Council,https://craftscouncil.com,Arts/Crafts,"Crafts Council is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",False,False
Craig Reynolds,https://craigreynolds.com,Technology/Software,"Craig Reynolds is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",False,False
Crane Brothers,https://cranebrothers.com,Personal/Portfolio,"Crane Brothers is a professional portfolio website showcasing creative work, design projects, case studies, and achievements with stunning visual presentation and user-friendly navigation.",False,False
Crap is Good,https://crapisgood.com,Technology/Software,"Crap is Good is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",False,False
Cravers,https://eatcravers.com,Food & Beverage,"Cravers is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",False,False
Crawlbyte,https://crawlbyte.ai,Technology/Software,"Crawlbyte is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",False,False
Crayo AI,https://crayo-ai.com,AI Tool,AI-powered ai tool/saas solution,False,True
Cream Co.,https://creamco.com,Personal/Portfolio,"Cream Co. is a professional portfolio website showcasing creative work, design projects, case studies, and achievements with stunning visual presentation and user-friendly navigation.",False,False
Create with Play,https://www.createwithplay.com,Food & Beverage,"Create with Play is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",False,False
Creative Blood,https://creativebloodagency.com,Design/Creative,"Creative Blood is a creative design platform offering professional design tools, UI/UX resources, graphic assets, templates, and inspiration for designers creating exceptional experiences.",False,False
Creative Boom,https://creativeboom.com,Design/Creative,"Creative Boom is a creative design platform offering professional design tools, UI/UX resources, graphic assets, templates, and inspiration for designers creating exceptional experiences.",False,False
Creative Branding & Web Agency in Orlando | Juice,https://www.juice.agency,Design/Creative,"Creative Branding & Web Agency in Orlando | Juice is a creative design platform offering professional design tools, UI/UX resources, graphic assets, templates, and inspiration for designers creating exceptional experiences.",False,False
Creative Circle,https://creativecircle.com,Design/Creative,"Creative Circle is a creative design platform offering professional design tools, UI/UX resources, graphic assets, templates, and inspiration for designers creating exceptional experiences.",False,False
Creative Ecosystems,https://creativeecosystems.org,Technology/Software,"Creative Ecosystems is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",False,False
Creative Enterprise Australia,https://creativeenterpriseaustralia.com,Business/Productivity,"Creative Enterprise Australia is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",False,False
Creative Inc,https://creativeinc.com,Design/Creative,"Creative Inc is a creative design platform offering professional design tools, UI/UX resources, graphic assets, templates, and inspiration for designers creating exceptional experiences.",False,False
Creative Journal,https://creativejournal.com,Design/Creative,"Creative Journal is a creative design platform offering professional design tools, UI/UX resources, graphic assets, templates, and inspiration for designers creating exceptional experiences.",False,False
Creative Mornings,https://creativemornings.com,Design/Creative,"Creative Mornings is a creative design platform offering professional design tools, UI/UX resources, graphic assets, templates, and inspiration for designers creating exceptional experiences.",False,False
Creative Spaces,https://creativespaces.com,Design/Creative,"Creative Spaces is a creative design platform offering professional design tools, UI/UX resources, graphic assets, templates, and inspiration for designers creating exceptional experiences.",False,False
CreativeCrew,https://creativecrew.com,Design/Creative,"CreativeCrew is a creative design platform offering professional design tools, UI/UX resources, graphic assets, templates, and inspiration for designers creating exceptional experiences.",False,False
Creativeconnectio…,https://creativeconnectio…,Design/Creative,"Creativeconnectio… is a creative design platform offering professional design tools, UI/UX resources, graphic assets, templates, and inspiration for designers creating exceptional experiences.",False,False
Creme Guides,https://cremeguides.com,Design/Creative,"Creme Guides is a creative design platform offering professional design tools, UI/UX resources, graphic assets, templates, and inspiration for designers creating exceptional experiences.",False,False
Crezco: Embedded Payments API - Crezco,https://www.crezco.com,Technology/Software,"Crezco: Embedded Payments API - Crezco is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",False,False
Crucible Moments,https://www.cruciblemoments.com,Personal/Portfolio,"Crucible Moments is a professional portfolio website showcasing creative work, design projects, case studies, and achievements with stunning visual presentation and user-friendly navigation.",False,False
Cruise,https://www.getcruise.com,Design/Creative,"Cruise is a creative design platform offering professional design tools, UI/UX resources, graphic assets, templates, and inspiration for designers creating exceptional experiences.",False,False
Cryptogram,https://cryptogram.com,Finance/Investment,"Cryptogram is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",False,False
Crypton,https://crypton.trading,Finance/Investment,"Crypton is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",False,False
Crystal Rainbow,https://crystalrainbow.com,Technology/Software,"Crystal Rainbow is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",False,False
Ctrl Wallet,https://ctrl.xyz,Finance/Investment,"Ctrl Wallet is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",False,False
Cubicle,https://cubiclejournal.com,Media/Entertainment,"Cubicle is an AI-powered platform leveraging machine learning, artificial intelligence, and automation to deliver intelligent solutions, predictive insights, and innovative technology.",False,False
Cultural Commons,https://culturalcommons.edu.au,Personal/Portfolio,"Cultural Commons is a professional portfolio website showcasing creative work, design projects, case studies, and achievements with stunning visual presentation and user-friendly navigation.",False,False
"Culturelines | The paths we follow, the people we meet, & the things we discover along the way.",https://www.culturelines.com,Recruitment/HR,"Culturelines | The paths we follow, the people we meet, & the things we discover along the way. is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",False,False
Curate Awards,https://curateawards.com,Personal/Portfolio,"Curate Awards is a professional portfolio website showcasing creative work, design projects, case studies, and achievements with stunning visual presentation and user-friendly navigation.",False,False
Curio,https://curiohomegoods.com,E-commerce/Retail,"Curio is an AI-powered platform leveraging machine learning, artificial intelligence, and automation to deliver intelligent solutions, predictive insights, and innovative technology.",False,False
Current Collection,https://currentcollection.com,Personal/Portfolio,"Current Collection is a professional portfolio website showcasing creative work, design projects, case studies, and achievements with stunning visual presentation and user-friendly navigation.",False,False
Current Haus,https://currenthaus.com,Personal/Portfolio,"Current Haus is a professional portfolio website showcasing creative work, design projects, case studies, and achievements with stunning visual presentation and user-friendly navigation.",False,False
Curry Cafe,https://currycafe.com,Food & Beverage,"Curry Cafe is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",False,False
Custom Lane,https://customlane.com,Personal/Portfolio,"Custom Lane is a professional portfolio website showcasing creative work, design projects, case studies, and achievements with stunning visual presentation and user-friendly navigation.",False,False
Cuántika Studio,https://cu-ntika-studio.com,Agency / Studio,"Cuántika Studio is a creative agency delivering professional services including branding, design, marketing strategy, and consulting solutions tailored to help businesses achieve their goals.",False,True
Cwart,https://www.cwart.be,Arts/Crafts,"Cwart is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",False,False
Cycle,https://www.cycle-platform.tech,Technology/Software,"Cycle is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",False,False
CycleLux,https://cyclelux.com,Design/Creative,"CycleLux is a creative design platform offering professional design tools, UI/UX resources, graphic assets, templates, and inspiration for designers creating exceptional experiences.",False,False
Cédric Moore,https://cdricmoore.com,Personal/Portfolio,"Cédric Moore is a professional portfolio website showcasing creative work, design projects, case studies, and achievements with stunning visual presentation and user-friendly navigation.",False,False
Céliaval Verde,https://celiavalverde.com,Personal/Portfolio,"Céliaval Verde is a professional portfolio website showcasing creative work, design projects, case studies, and achievements with stunning visual presentation and user-friendly navigation.",False,False
CōLab,https://www.colabgroup.com,Agency/Studio,"CōLab is a creative agency delivering professional services including branding, design, marketing strategy, and consulting solutions tailored to help businesses achieve their goals.",False,False
DAD Studio,http://www.dad.agency,Design/Creative,"DAD Studio is a creative design platform offering professional design tools, UI/UX resources, graphic assets, templates, and inspiration for designers creating exceptional experiences.",False,False
DANIEL KÄLLBOM,https://danielkallbom.com,Personal/Portfolio,"DANIEL KÄLLBOM is a professional portfolio website showcasing creative work, design projects, case studies, and achievements with stunning visual presentation and user-friendly navigation.",False,False
DAY Studio,https://daystudio.com,Design/Creative,"DAY Studio is a creative design platform offering professional design tools, UI/UX resources, graphic assets, templates, and inspiration for designers creating exceptional experiences.",False,False
DCVC,https://www.dcvc.com,Finance/Investment,"DCVC is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",False,False
DGA | Diehl Group Architects,https://dgadiehlgrouparchitects.com,Architecture/Real Estate,"DGA | Diehl Group Architects is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",False,False
DICE Conference,https://diceconferenceberlin.com,Events,"DICE Conference is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",False,False
DICE Conference + Festival,http://dice.berlin,Media/Entertainment,"DICE Conference + Festival is an AI-powered platform leveraging machine learning, artificial intelligence, and automation to deliver intelligent solutions, predictive insights, and innovative technology.",False,False
DNCO | We create place brands that move your world,https://dnco.com,Design/Creative,"DNCO | We create place brands that move your world is a creative design platform offering professional design tools, UI/UX resources, graphic assets, templates, and inspiration for designers creating exceptional experiences.",False,False
DS Design Studio,https://www.dsdesignstudio.paris,Design/Creative,"DS Design Studio is a creative design platform offering professional design tools, UI/UX resources, graphic assets, templates, and inspiration for designers creating exceptional experiences.",False,False
DVLP Medicines,https://dvlpmedicines.com,Healthcare/Wellness,"DVLP Medicines is a digital health and wellness platform delivering healthcare solutions, wellness services, patient care tools, and health tracking for improved outcomes.",False,False
Dacdavy Nguyen,http://dacdavynguyen.com,Personal/Portfolio,"Dacdavy Nguyen is a professional portfolio website showcasing creative work, design projects, case studies, and achievements with stunning visual presentation and user-friendly navigation.",False,False
Dai Gondo,https://www.daigondo.com,Technology/Software,"Dai Gondo is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",False,False
Daji Studio,http://dajistudio.com,Design/Creative,"Daji Studio is a creative design platform offering professional design tools, UI/UX resources, graphic assets, templates, and inspiration for designers creating exceptional experiences.",False,False
Dally,https://dallygoods.com,E-commerce/Retail,"Dally is an AI-powered platform leveraging machine learning, artificial intelligence, and automation to deliver intelligent solutions, predictive insights, and innovative technology.",False,False
Dalton Maag,https://daltonmaag.com,Personal/Portfolio,"Dalton Maag is a professional portfolio website showcasing creative work, design projects, case studies, and achievements with stunning visual presentation and user-friendly navigation.",False,False
Dame Products,https://www.dame.com,Personal/Portfolio,"Dame Products is a professional portfolio website showcasing creative work, design projects, case studies, and achievements with stunning visual presentation and user-friendly navigation.",False,False
Damian Fejdasz | Product Designer & No-Code Developer Damian Fejdasz - Creating Digital Experiences That Drive Results,https://damianfejdasz.pl,Technology/Software,"Damian Fejdasz | Product Designer & No-Code Developer Damian Fejdasz - Creating Digital Experiences That Drive Results is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",False,False
Damian Watracz,https://damianwatracz.com,Personal/Portfolio,"Damian Watracz is a professional portfolio website showcasing creative work, design projects, case studies, and achievements with stunning visual presentation and user-friendly navigation.",False,False
Dan Atherton,https://danatherton.com,Personal/Portfolio,"Dan Atherton is a professional portfolio website showcasing creative work, design projects, case studies, and achievements with stunning visual presentation and user-friendly navigation.",False,False
Dan Burrows,https://danburro.ws,Personal/Portfolio,"Dan Burrows is a professional portfolio website showcasing creative work, design projects, case studies, and achievements with stunning visual presentation and user-friendly navigation.",False,False
Dan Fink Studio,https://danfinkstudio.com,Design/Creative,"Dan Fink Studio is a creative design platform offering professional design tools, UI/UX resources, graphic assets, templates, and inspiration for designers creating exceptional experiences.",False,False
Dan Gayfer Design,https://dangayferdesign.com,Design/Creative,"Dan Gayfer Design is a creative design platform offering professional design tools, UI/UX resources, graphic assets, templates, and inspiration for designers creating exceptional experiences.",False,False
Dan Highbrown,https://www.danhighbrown.com,Personal/Portfolio,"Dan Highbrown is a professional portfolio website showcasing creative work, design projects, case studies, and achievements with stunning visual presentation and user-friendly navigation.",False,False
Dan Holdsworth,https://danholdsworth.com,Personal/Portfolio,"Dan Holdsworth is a professional portfolio website showcasing creative work, design projects, case studies, and achievements with stunning visual presentation and user-friendly navigation.",False,False
Dan Hollick,https://danhollick.com,Personal/Portfolio,"Dan Hollick is a professional portfolio website showcasing creative work, design projects, case studies, and achievements with stunning visual presentation and user-friendly navigation.",False,False
Dan Mall,https://danmall.com,Personal/Portfolio,"Dan Mall is a professional portfolio website showcasing creative work, design projects, case studies, and achievements with stunning visual presentation and user-friendly navigation.",False,False
Dani Morales,http://www.danimorales-style.com,Personal/Portfolio,"Dani Morales is a professional portfolio website showcasing creative work, design projects, case studies, and achievements with stunning visual presentation and user-friendly navigation.",False,False
Daniel Benneworth-Gray,https://danielbenneworthgray.com,Personal/Portfolio,"Daniel Benneworth-Gray is a professional portfolio website showcasing creative work, design projects, case studies, and achievements with stunning visual presentation and user-friendly navigation.",False,False
Daniel Blom,https://danielblom.com,Personal/Portfolio,"Daniel Blom is a professional portfolio website showcasing creative work, design projects, case studies, and achievements with stunning visual presentation and user-friendly navigation.",False,False
Daniel Boddam,https://www.danielboddam.com,Personal/Portfolio,"Daniel Boddam is a professional portfolio website showcasing creative work, design projects, case studies, and achievements with stunning visual presentation and user-friendly navigation.",False,False
Daniel Dorsa,https://danieldorsa.com,Personal/Portfolio,"Daniel Dorsa is a professional portfolio website showcasing creative work, design projects, case studies, and achievements with stunning visual presentation and user-friendly navigation.",False,False
Daniel Eckler,https://danieleckler.com,Personal/Portfolio,"Daniel Eckler is a professional portfolio website showcasing creative work, design projects, case studies, and achievements with stunning visual presentation and user-friendly navigation.",False,False
Daniel Eden,https://danieleden.com,Personal/Portfolio,"Daniel Eden is a professional portfolio website showcasing creative work, design projects, case studies, and achievements with stunning visual presentation and user-friendly navigation.",False,False
Daniel Flynn,https://danielflynn.com,Personal/Portfolio,"Daniel Flynn is a professional portfolio website showcasing creative work, design projects, case studies, and achievements with stunning visual presentation and user-friendly navigation.",False,False
Daniel Givens,https://danielgivens.com,Personal/Portfolio,"Daniel Givens is a professional portfolio website showcasing creative work, design projects, case studies, and achievements with stunning visual presentation and user-friendly navigation.",False,False
Daniel Hopwood,https://danielhopwood2016.com,Personal/Portfolio,"Daniel Hopwood is a professional portfolio website showcasing creative work, design projects, case studies, and achievements with stunning visual presentation and user-friendly navigation.",False,False
Daniel Hyngar,http://www.daniel-hyngar.de,Personal/Portfolio,"Daniel Hyngar is a professional portfolio website showcasing creative work, design projects, case studies, and achievements with stunning visual presentation and user-friendly navigation.",False,False
Daniel Lepik,https://daniellepik.com,Personal/Portfolio,"Daniel Lepik is a professional portfolio website showcasing creative work, design projects, case studies, and achievements with stunning visual presentation and user-friendly navigation.",False,False
Daniel Martin,https://dm.works,Design/Creative,"Daniel Martin is a creative design platform offering professional design tools, UI/UX resources, graphic assets, templates, and inspiration for designers creating exceptional experiences.",False,False
Daniel Rautenbach,https://danielrautenbach.com,Personal/Portfolio,"Daniel Rautenbach is a professional portfolio website showcasing creative work, design projects, case studies, and achievements with stunning visual presentation and user-friendly navigation.",False,False
Daniel Schilke,https://danielschilke.com,Personal/Portfolio,"Daniel Schilke is a professional portfolio website showcasing creative work, design projects, case studies, and achievements with stunning visual presentation and user-friendly navigation.",False,False
Daniel Sun,https://danielsun.com,Personal/Portfolio,"Daniel Sun is a professional portfolio website showcasing creative work, design projects, case studies, and achievements with stunning visual presentation and user-friendly navigation.",False,False
Daniel Triendl,https://www.danieltriendl.com,Personal/Portfolio,"Daniel Triendl is a professional portfolio website showcasing creative work, design projects, case studies, and achievements with stunning visual presentation and user-friendly navigation.",False,False
Daniela Muntyan,https://danielamuntyan.com,Personal/Portfolio,"Daniela Muntyan is a professional portfolio website showcasing creative work, design projects, case studies, and achievements with stunning visual presentation and user-friendly navigation.",False,False
Danielle Levitt,https://daniellelevitt.com,Personal/Portfolio,"Danielle Levitt is a professional portfolio website showcasing creative work, design projects, case studies, and achievements with stunning visual presentation and user-friendly navigation.",False,False
Danilo Campos,https://danilocampos.com,Personal/Portfolio,"Danilo Campos is a professional portfolio website showcasing creative work, design projects, case studies, and achievements with stunning visual presentation and user-friendly navigation.",False,False
Dann Petty,https://dannpetty.com,Personal/Portfolio,"Dann Petty is a professional portfolio website showcasing creative work, design projects, case studies, and achievements with stunning visual presentation and user-friendly navigation.",False,False
Dann's Personal Website,https://dann-s-personal-website.com,Portfolio,"Dann's Personal Website is a professional portfolio website showcasing creative work, design projects, case studies, and achievements with stunning visual presentation and user-friendly navigation.",False,False
Danny Garcia,https://dannygarcia.com,Personal/Portfolio,"Danny Garcia is a professional portfolio website showcasing creative work, design projects, case studies, and achievements with stunning visual presentation and user-friendly navigation.",False,False
Danny Jones,https://dannyjones.com,Personal/Portfolio,"Danny Jones is a professional portfolio website showcasing creative work, design projects, case studies, and achievements with stunning visual presentation and user-friendly navigation.",False,False
Danny Kaplan Studio,https://www.dannykaplanstudio.com,Design/Creative,"Danny Kaplan Studio is a creative design platform offering professional design tools, UI/UX resources, graphic assets, templates, and inspiration for designers creating exceptional experiences.",False,False
Dansk Byplanlaboratorium,https://byplanlab.dk,Personal/Portfolio,"Dansk Byplanlaboratorium is a professional portfolio website showcasing creative work, design projects, case studies, and achievements with stunning visual presentation and user-friendly navigation.",False,False
Daoust Lestage,https://daoustlestage.com,Personal/Portfolio,"Daoust Lestage is a professional portfolio website showcasing creative work, design projects, case studies, and achievements with stunning visual presentation and user-friendly navigation.",False,False
Darcstudio,https://darcstudio.co.uk,Design/Creative,"Darcstudio is a creative design platform offering professional design tools, UI/UX resources, graphic assets, templates, and inspiration for designers creating exceptional experiences.",False,False
Daria Izbash,https://dariaizbash.com,Technology/Software,"Daria Izbash is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",False,False
Darius Dan,https://dariusdan.com,Personal/Portfolio,"Darius Dan is a professional portfolio website showcasing creative work, design projects, case studies, and achievements with stunning visual presentation and user-friendly navigation.",False,False
Dark Mofo,https://darkmofo.com,Personal/Portfolio,"Dark Mofo is a professional portfolio website showcasing creative work, design projects, case studies, and achievements with stunning visual presentation and user-friendly navigation.",False,False
Darren Firth,https://iamsane.co.uk,Personal/Portfolio,"Darren Firth is a professional portfolio website showcasing creative work, design projects, case studies, and achievements with stunning visual presentation and user-friendly navigation.",False,False
Darrin Higgins,https://darrinhiggins.com,Personal/Portfolio,"Darrin Higgins is a professional portfolio website showcasing creative work, design projects, case studies, and achievements with stunning visual presentation and user-friendly navigation.",False,False
Darshan Gajara,https://darshangajara.com,Personal/Portfolio,"Darshan Gajara is a professional portfolio website showcasing creative work, design projects, case studies, and achievements with stunning visual presentation and user-friendly navigation.",False,False
Das Glashaus,https://www.dasglas.haus,Personal/Portfolio,"Das Glashaus is a professional portfolio website showcasing creative work, design projects, case studies, and achievements with stunning visual presentation and user-friendly navigation.",False,False
Dash Creative,https://dashcreative.co,Design/Creative,"Dash Creative is a creative design platform offering professional design tools, UI/UX resources, graphic assets, templates, and inspiration for designers creating exceptional experiences.",False,False
Dash Digital Studio,https://dashdigital.studio,Technology/Software,"Dash Digital Studio is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",False,False
Data Projects,https://dada-projects.com,Business/Productivity,"Data Projects is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",False,False
Data.to.design,https://data-to-design.com,Agency / Studio,"Data.to.design is a creative agency delivering professional services including branding, design, marketing strategy, and consulting solutions tailored to help businesses achieve their goals.",False,True
Datafold,https://www.datafold.com,Technology/Software,"Datafold is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",False,False
Datalands,https://datalands.co,Technology/Software,"Datalands is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",False,False
Dataveyes,https://dataveyes.com,Technology/Software,"Dataveyes is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",False,False
Dattner Architects,https://www.dattner.com,Architecture/Real Estate,"Dattner Architects is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",False,False
Dave Gamache,https://davegamache.com,Personal/Portfolio,"Dave Gamache is a professional portfolio website showcasing creative work, design projects, case studies, and achievements with stunning visual presentation and user-friendly navigation.",False,False
David AI,https://david-ai.com,AI Tool,AI-powered ai tool/saas solution,False,True
David Blum,https://davidblum.ch,Personal/Portfolio,"David Blum is a professional portfolio website showcasing creative work, design projects, case studies, and achievements with stunning visual presentation and user-friendly navigation.",False,False
David Collins Studio,https://www.davidcollins.studio,Design/Creative,"David Collins Studio is a creative design platform offering professional design tools, UI/UX resources, graphic assets, templates, and inspiration for designers creating exceptional experiences.",False,False
David Fiz,https://www.davidfiz.com,Personal/Portfolio,"David Fiz is a professional portfolio website showcasing creative work, design projects, case studies, and achievements with stunning visual presentation and user-friendly navigation.",False,False
David Gehrt,https://davidgehrt.dk,Recruitment/HR,"David Gehrt is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",False,False
David Hellmann,https://davidhellmann.com,Personal/Portfolio,"David Hellmann is a professional portfolio website showcasing creative work, design projects, case studies, and achievements with stunning visual presentation and user-friendly navigation.",False,False
David Huynh,https://davidhuynh.com,Personal/Portfolio,"David Huynh is a professional portfolio website showcasing creative work, design projects, case studies, and achievements with stunning visual presentation and user-friendly navigation.",False,False
David McGillivray,https://davidmcgillivray.com,Personal/Portfolio,"David McGillivray is a professional portfolio website showcasing creative work, design projects, case studies, and achievements with stunning visual presentation and user-friendly navigation.",False,False
David Mendes,https://davidmendes.com,Personal/Portfolio,"David Mendes is a professional portfolio website showcasing creative work, design projects, case studies, and achievements with stunning visual presentation and user-friendly navigation.",False,False
David Polonia,http://davidpolonia.com,Personal/Portfolio,"David Polonia is a professional portfolio website showcasing creative work, design projects, case studies, and achievements with stunning visual presentation and user-friendly navigation.",False,False
David Rinman,https://www.davidrinman.com,Personal/Portfolio,"David Rinman is a professional portfolio website showcasing creative work, design projects, case studies, and achievements with stunning visual presentation and user-friendly navigation.",False,False
David Rinman - Design & Direction,https://www.davidrinman.com,Design/Creative,"David Rinman - Design & Direction is a creative design platform offering professional design tools, UI/UX resources, graphic assets, templates, and inspiration for designers creating exceptional experiences.",False,False
David Ryle,https://davidryle.com,Personal/Portfolio,"David Ryle is a professional portfolio website showcasing creative work, design projects, case studies, and achievements with stunning visual presentation and user-friendly navigation.",False,False
David Spaeth,https://davidspaeth.com,Personal/Portfolio,"David Spaeth is a professional portfolio website showcasing creative work, design projects, case studies, and achievements with stunning visual presentation and user-friendly navigation.",False,False
David Trubridge,https://davidtrubridge.com,Personal/Portfolio,"David Trubridge is a professional portfolio website showcasing creative work, design projects, case studies, and achievements with stunning visual presentation and user-friendly navigation.",False,False
Davide Baratta,https://www.davidebaratta.com,Food & Beverage,"Davide Baratta is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",False,False
Davut Tekin,https://davuttekin.com,Personal/Portfolio,"Davut Tekin is a professional portfolio website showcasing creative work, design projects, case studies, and achievements with stunning visual presentation and user-friendly navigation.",False,False
Dazze Studio,https://www.dazze.studio,Design/Creative,"Dazze Studio is a creative design platform offering professional design tools, UI/UX resources, graphic assets, templates, and inspiration for designers creating exceptional experiences.",False,False
De Republica,https://derepublica.com,Personal/Portfolio,"De Republica is a professional portfolio website showcasing creative work, design projects, case studies, and achievements with stunning visual presentation and user-friendly navigation.",False,False
Deadly Ponies,https://deadlyponies.com,Personal/Portfolio,"Deadly Ponies is a professional portfolio website showcasing creative work, design projects, case studies, and achievements with stunning visual presentation and user-friendly navigation.",False,False
Deaf Pigeon,https://deafpigeon.com,Personal/Portfolio,"Deaf Pigeon is a professional portfolio website showcasing creative work, design projects, case studies, and achievements with stunning visual presentation and user-friendly navigation.",False,False
Deakin Dental,https://www.deakindental.com.au,Healthcare/Wellness,"Deakin Dental is a digital health and wellness platform delivering healthcare solutions, wellness services, patient care tools, and health tracking for improved outcomes.",False,False
Dean Bradshaw,https://deanbradshaw.com,Personal/Portfolio,"Dean Bradshaw is a professional portfolio website showcasing creative work, design projects, case studies, and achievements with stunning visual presentation and user-friendly navigation.",False,False
Dean O'Gorman,https://deanogorman.com,Personal/Portfolio,"Dean O'Gorman is a professional portfolio website showcasing creative work, design projects, case studies, and achievements with stunning visual presentation and user-friendly navigation.",False,False
Deborah Berke Partners,https://deborahberkepartners.com,Arts/Crafts,"Deborah Berke Partners is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",False,False
Decem,https://decemdrinks.com,Food & Beverage,"Decem is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",False,False
Decibel Health,https://decibelhealth.com,Healthcare/Wellness,"Decibel Health is a digital health and wellness platform delivering healthcare solutions, wellness services, patient care tools, and health tracking for improved outcomes.",False,False
Deck,http://www.hi.agency/deck,Design/Creative,"Deck is a creative design platform offering professional design tools, UI/UX resources, graphic assets, templates, and inspiration for designers creating exceptional experiences.",False,False
Deconstruction Records,https://deconstructionrecords.com,Architecture/Real Estate,"Deconstruction Records is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",False,False
Decorated Playlists,https://decoratedplaylists.com,Gaming,"Decorated Playlists is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",False,False
Deduxer,https://deduxer.com,Design/Creative,"Deduxer is a creative design platform offering professional design tools, UI/UX resources, graphic assets, templates, and inspiration for designers creating exceptional experiences.",False,False
Deem,https://deemjournal.com,Media/Entertainment,"Deem is an AI-powered platform leveraging machine learning, artificial intelligence, and automation to deliver intelligent solutions, predictive insights, and innovative technology.",False,False
Defiant,https://defiant.vc,Finance/Investment,"Defiant is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",False,False
Define Quality,https://definequality.com,Personal/Portfolio,"Define Quality is a professional portfolio website showcasing creative work, design projects, case studies, and achievements with stunning visual presentation and user-friendly navigation.",False,False
Dekks,https://dekks.app,Technology/Software,"Dekks is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",False,False
Delfina Foundation,https://delfinafoundation.com,Finance/Investment,"Delfina Foundation is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",False,False
Deliveroo Design,https://www.deliveroo.design,Design/Creative,"Deliveroo Design is a creative design platform offering professional design tools, UI/UX resources, graphic assets, templates, and inspiration for designers creating exceptional experiences.",False,False
Della Vite,https://dellavite.com,Personal/Portfolio,"Della Vite is a professional portfolio website showcasing creative work, design projects, case studies, and achievements with stunning visual presentation and user-friendly navigation.",False,False
