name,url,category,description,hidden,reason
Flask & Field,https://flaskandfield.com,Other,"Flask & Field is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",False,non_specific_category
Flatata,http://flatata.com/en,Other,"Flatata is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",False,non_specific_category
Flatiron,https://flatiron.com,Other,"Flatiron is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",False,non_specific_category
Flex N Gate,https://flexngate-europe.com,Other,"Flex N Gate is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",False,non_specific_category
Flexe,https://flexe.com,Other,"Flexe is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",False,non_specific_category
Flighty,https://flighty.com,Other,"Flighty is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",False,non_specific_category
Flint,https://www.tryflint.com/?ref=a1.gallery,Other,"Flint is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",False,non_specific_category
Flint | Autonomous websites. Launch landing pages fast.,https://www.tryflint.com,Other,"Flint | Autonomous websites. Launch landing pages fast. is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",False,non_specific_category
Flip a Clip,https://flipaclip.com,Other,"Flip a Clip is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",False,non_specific_category
Flokk,https://flokk.com,Other,"Flokk is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",False,non_specific_category
Florian,https://florian.com,Other,"Florian is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",False,non_specific_category
Flos,https://flos.com,Other,"Flos is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",False,non_specific_category
Flourish Commerce,https://flourish-commerce.com,Other,"Flourish Commerce is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",False,non_specific_category
Flowman | Super hero Webflow developer,https://flowman-super-hero-webflow-developer.com,Developer Tool,"Flowman | Super hero Webflow developer is a developer tool platform providing coding resources, APIs, frameworks, documentation, and development solutions for building modern, scalable applications.",False,invalid_official_url
Fluoro,https://fluoro.london,Other,"Fluoro is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",False,non_specific_category
Flussbad,https://flussbad.com,Other,"Flussbad is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",False,non_specific_category
Fly.io,https://Fly.io,Other,"Fly.io is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",False,non_specific_category
Focal,https://focal.com,Other,"Focal is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",False,non_specific_category
Folch,https://folch.com,Other,"Folch is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",False,non_specific_category
FolioInspo,https://folioinspo.com,Other,"FolioInspo is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",False,non_specific_category
Folk,https://folkstrategies.com,Other,"Folk is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",False,non_specific_category
Folkelarm,https://folkelarm.com,Other,"Folkelarm is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",False,non_specific_category
Fondation AlphaOmega – Pour la réussite éducative des jeunes issus de milieux modestes,https://fondation-alphaomega-pour-la-r-ussite-ducative-des-jeunes-issus-de-milieux-modestes.com,SaaS / Design,"Fondation AlphaOmega – Pour la réussite éducative des jeunes issus de milieux modestes is a cloud-based SaaS platform delivering powerful software solutions, seamless integrations, and enterprise-grade tools for modern businesses seeking efficiency and scalability.",False,invalid_official_url
Fondfolio,https://fondfolio.com,Other,"Fondfolio is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",False,non_specific_category
Fons Hickmann m23,https://fonshickmann.com,Other,"Fons Hickmann m23 is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",False,non_specific_category
For Restless Sleepers,https://forrestlesssleepers.com,Other,"For Restless Sleepers is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",False,non_specific_category
Foreignrap,https://foreignrap.com,Other,"Foreignrap is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",False,non_specific_category
Forest,http://thisisforest.com,Other,"Forest is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",False,non_specific_category
Forever,https://www.thinkforever.com,Other,"Forever is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",False,non_specific_category
Form,https://form.com,Other,"Form is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",False,non_specific_category
Formagari,https://formagari.com,Other,"Formagari is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",False,non_specific_category
Formaje,https://formaje.com,Other,"Formaje is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",False,non_specific_category
Format,https://format.com,Other,"Format is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",False,non_specific_category
Formway,https://formway.com,Other,"Formway is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",False,non_specific_category
Fortuny,https://fortuny.com,Other,"Fortuny is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",False,non_specific_category
Forty Eight Point One,https://www.fortyeight.one/?ref=a1.gallery,Other,"Forty Eight Point One is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",False,non_specific_category
Forty Fifty Women,https://www.fortyfifty.co,Other,"Forty Fifty Women is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",False,non_specific_category
Forwarday,https://forwarday.com,Other,"Forwarday is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",False,non_specific_category
Fossa,https://fossa.com,Other,"Fossa is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",False,non_specific_category
Fossheim,https://fossheim.io,Other,"Fossheim is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",False,non_specific_category
Foster & Reeves,https://foster-and-reeves.webflow.io/?ref=a1.gallery,Other,"Foster & Reeves is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",False,non_specific_category
Fotografiska,https://fotografiska.com,Other,"Fotografiska is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",False,non_specific_category
Founded,https://founded.com,Other,"Founded is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",False,non_specific_category
Foundwell,https://foundwell.com,Other,"Foundwell is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",False,non_specific_category
Foursquare,https://www.foursquare.com,Other,"Foursquare is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",False,non_specific_category
Fous de l’île,https://fousdelile.com,Other,"Fous de l’île is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",False,non_specific_category
Fragille,https://fra-gille.be,Other,"Fragille is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",False,non_specific_category
Fraher,https://fraher.com,Other,"Fraher is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",False,non_specific_category
Frame,https://frame.dk,Other,"Frame is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",False,non_specific_category
Frames,https://withframes.com/?ref=a1.gallery,Other,"Frames is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",False,non_specific_category
Frameship,https://frameship.io,Other,"Frameship is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",False,non_specific_category
Frana,https://franafx.com,Other,"Frana is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",False,non_specific_category
Frank & Co,https://frankcoreaders.com,Other,"Frank & Co is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",False,non_specific_category
Frank Chimero: What Screens Want,https://frankchimerowhatscreenswant.com,Other,"Frank Chimero: What Screens Want is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",False,non_specific_category
Frankli,https://frankli.com,Other,"Frankli is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",False,non_specific_category
Frans Hals Museum,https://franshalsmuseum.com,Other,"Frans Hals Museum is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",False,non_specific_category
Frant,https://frantpolishvodka.com,Other,"Frant is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",False,non_specific_category
Fred Perry x Raf Simons,https://maps.fredperryxrafsimons.com,Other,"Fred Perry x Raf Simons is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",False,non_specific_category
Free Webflow freelancer template,https://free-webflow-freelancer-template.com,Template,"Free Webflow freelancer template is a template platform offering professional website templates, design resources, customizable layouts, and creative assets for building stunning websites.",False,invalid_official_url
Freeform,https://formform.at,Other,"Freeform is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",False,non_specific_category
Freelancelot - Portfolio Website,https://freelancelot-portfolio-website.com,Portfolio,"Freelancelot - Portfolio Website is a professional portfolio website showcasing creative work, design projects, case studies, and achievements with stunning visual presentation and user-friendly navigation.",True,invalid_official_url
Freewrite,http://freewrite.bonnemarque.se,Other,"Freewrite is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",False,non_specific_category
French Garment Cleaners,https://frenchgarmentcleaners.com,Other,"French Garment Cleaners is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",False,non_specific_category
Frequency Breathwork,https://frequency-breathwork.com,Other,"Frequency Breathwork is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",False,non_specific_category
Freytag,https://freytag.com,Other,"Freytag is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",False,non_specific_category
Friis Andersen Arkitekter,http://friis-a.dk,Other,"Friis Andersen Arkitekter is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",False,non_specific_category
From the Front 2016,https://2016.fromthefront.it,Other,"From the Front 2016 is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",False,non_specific_category
Frost*,https://frostcollective.com/?ref=a1.gallery,Other,"Frost* is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",False,non_specific_category
Frosty,https://frosty.inc,Other,"Frosty is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",False,non_specific_category
Fulton,https://walkfulton.com,Other,"Fulton is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",False,non_specific_category
Function | 100 Healthy Years,https://function-100-healthy-years.com,Health / Wellness,"Function | 100 Healthy Years is a digital health and wellness platform delivering healthcare solutions, wellness services, patient care tools, and health tracking for improved outcomes.",False,invalid_official_url
Funkhaus,https://Funkhaus.com,Other,"Funkhaus is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",False,non_specific_category
Futura,http://byfutura.com,Other,"Futura is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",False,non_specific_category
Futurising,https://futurising.com,Other,"Futurising is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",False,non_specific_category
Fuzzco,https://fuzzco.com,Other,"Fuzzco is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",False,non_specific_category
G . F Smith,https://www.gfsmith.com/?ref=a1.gallery,Other,"G . F Smith is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",False,non_specific_category
G!theimagineers,https://gtheimagineers.com,Other,"G!theimagineers is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",False,non_specific_category
G'nosh,https://gnosh.com,Other,"G'nosh is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",False,non_specific_category
G. F. Smith,https://www.gfsmith.com,Other,"G. F. Smith is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",False,non_specific_category
GERM,https://germ.com,Other,"GERM is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",False,non_specific_category
GGET,https://gget.com,Other,"GGET is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",False,non_specific_category
GIPC,https://gipc.aq.upm.es,Other,"GIPC is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",False,non_specific_category
GMUNK,https://gmunk.com,Other,"GMUNK is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",False,non_specific_category
GOAT,https://goat.com,Other,"GOAT is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",False,non_specific_category
GT Era,https://gt-era.com/?ref=a1.gallery,Other,"GT Era is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",False,non_specific_category
GT Standard,https://gt-standard.com/?ref=a1.gallery,Other,"GT Standard is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",False,non_specific_category
Gabriel Altvall → A web design studio,https://gabriel-altvall-a-web-design-studio.com,Agency / Studio,"Gabriel Altvall → A web design studio is a creative agency delivering professional services including branding, design, marketing strategy, and consulting solutions tailored to help businesses achieve their goals.",False,invalid_official_url
Gaffer,https://gaffer.com,Other,"Gaffer is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",False,non_specific_category
Gaggero Works / Design Studio,https://gaggero-works-design-studio.com,Agency / Studio,"Gaggero Works / Design Studio is a creative agency delivering professional services including branding, design, marketing strategy, and consulting solutions tailored to help businesses achieve their goals.",False,invalid_official_url
Gahan N Rao,https://gahannrao.com,Other,"Gahan N Rao is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",False,non_specific_category
Galbally & O'Bryan,https://galballyobryan.com,Other,"Galbally & O'Bryan is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",False,non_specific_category
Galerie Rabouan Moussion,https://rabouanmoussion.com,Other,"Galerie Rabouan Moussion is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",False,non_specific_category
Gander,http://www.takeagander.com,Other,"Gander is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",False,non_specific_category
Gantri,https://gantri.com,Other,"Gantri is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",False,non_specific_category
Garden,https://www.gardenintel.com/?ref=a1.gallery,Other,"Garden is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",False,non_specific_category
Gareth W Rice,https://garethwrice.com,Other,"Gareth W Rice is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",False,non_specific_category
Garner,https://garner.com,Other,"Garner is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",False,non_specific_category
Garrett Elizabeth Office,https://garrettelizabethoffice.com,Other,"Garrett Elizabeth Office is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",False,non_specific_category
Gaucho,https://gaucho.com,Other,"Gaucho is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",False,non_specific_category
Geckoboard,https://geckoboard.com,Other,"Geckoboard is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",False,non_specific_category
Gelée,https://geleegelee.com,Other,"Gelée is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",False,non_specific_category
Gemfields,https://gemfields.com,Other,"Gemfields is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",False,non_specific_category
GenCell,https://www.gencellenergy.com,Other,"GenCell is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",False,non_specific_category
Genesis,https://www.genesis.live,Other,"Genesis is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",False,non_specific_category
Genexa,https://www.genexa.com,Other,"Genexa is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",False,non_specific_category
Genico,https://www.genico.be,Other,"Genico is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",False,non_specific_category
Geniestudio,https://geniestudio.app/?ref=a1.gallery,SaaS / Design,"Geniestudio is a cloud-based SaaS platform delivering powerful software solutions, seamless integrations, and enterprise-grade tools for modern businesses seeking efficiency and scalability.",False,invalid_official_url
Genppt,https://genppt.com,Other,"Genppt is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",False,non_specific_category
Geoffrey Mark Taylor,https://geoffreymarktaylor.com,Other,"Geoffrey Mark Taylor is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",False,non_specific_category
George & Harrison,https://georgeandharrison.com,Other,"George & Harrison is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",False,non_specific_category
George & Willy,https://georgeandwilly.com,Other,"George & Willy is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",False,non_specific_category
George Nakashima Woodworkers,https://nakashimawoodworkers.com,Other,"George Nakashima Woodworkers is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",False,non_specific_category
Geste,https://geste.co,Other,"Geste is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",False,non_specific_category
Get lost Get natural,http://eng.getlost-getnatural.ru,Other,"Get lost Get natural is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",False,non_specific_category
Getcrescent,https://www.getcrescent.com,Other,"Getcrescent is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",False,non_specific_category
Getrally,https://www.getrally.com,Other,"Getrally is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",False,non_specific_category
Getsafe,https://getsafe.com,Other,"Getsafe is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",False,non_specific_category
Getty,https://www.getty.edu,Other,"Getty is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",False,non_specific_category
Ghostly,https://ghostly.com,Other,"Ghostly is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",False,non_specific_category
Giacomorelli,https://giacomorelli.com,Other,"Giacomorelli is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",False,non_specific_category
Giga,https://giga.com,Other,"Giga is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",False,non_specific_category
Giga,https://gigaml.com/?ref=a1.gallery,Other,"Giga is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",False,non_specific_category
Gigantic,https://giganticcandy.com,Other,"Gigantic is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",False,non_specific_category
Ginventory,http://www.ginventory.co,Other,"Ginventory is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",False,non_specific_category
Girlfriend,https://www.girlfriend.com,Other,"Girlfriend is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",False,non_specific_category
Gladia,https://gladia.com,Other,"Gladia is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",False,non_specific_category
Glamora,https://glamora.com,Other,"Glamora is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",False,non_specific_category
Glasfurd & Walker,https://glasfurdandwalker.com,Other,"Glasfurd & Walker is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",False,non_specific_category
Glasgow International 2020,https://glasgowinternational2020.com,Other,"Glasgow International 2020 is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",False,non_specific_category
Glass abstract shapes,https://glass-abstract-animated-shapes.wannathis.one/?ref=a1.gallery,Other,"Glass abstract shapes is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",True,non_specific_category
Glean,https://www.glean.com/?ref=a1.gallery,Other,"Glean is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",False,non_specific_category
Gleap,https://gleap.com,Other,"Gleap is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",False,non_specific_category
Gleap,https://www.gleap.io,Other,"Gleap is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",False,non_specific_category
GlobeKit,https://globekit.co,Other,"GlobeKit is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",False,non_specific_category
Gloria Wong,https://gloriawong.co/?ref=a1.gallery,Other,"Gloria Wong is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",False,non_specific_category
Gloven,https://gloven.fr,Other,"Gloven is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",False,non_specific_category
GlowGuide,https://www.glowguide.com/?ref=a1.gallery,SaaS / Design,"GlowGuide is a cloud-based SaaS platform delivering powerful software solutions, seamless integrations, and enterprise-grade tools for modern businesses seeking efficiency and scalability.",False,invalid_official_url
Glyphic Biotechnologies – Next Generation Protein Sequencing,https://glyphic-biotechnologies-next-generation-protein-sequencing.com,Other,"Glyphic Biotechnologies – Next Generation Protein Sequencing is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",False,non_specific_category
Glyphs,https://glyphs.com,Other,"Glyphs is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",False,non_specific_category
Go2Telecom,https://go2telecom.co.uk,Other,"Go2Telecom is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",False,non_specific_category
GoGigify,https://gogigify.com,Other,"GoGigify is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",False,non_specific_category
Golden,https://golden.com,Other,"Golden is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",False,non_specific_category
Golden Retriever,https://golden-retriever.com,Other,"Golden Retriever is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",False,non_specific_category
Good Friends,https://goodfriendsagency.com/?ref=a1.gallery,Agency / Studio,Creative agency and design studio,False,invalid_official_url
Good On You,https://goodonyou.eco,Other,"Good On You is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",False,non_specific_category
GoodDollar,https://www.gooddollar.org,Other,"GoodDollar is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",False,non_specific_category
GoodMood,https://www.goodmoodprints.io,Other,"GoodMood is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",False,non_specific_category
Goodfight,https://Goodfight.com,Other,"Goodfight is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",False,non_specific_category
Goodfish,https://goodfish.com,Other,"Goodfish is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",False,non_specific_category
Goodmoods,https://goodmoods.com,Other,"Goodmoods is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",False,non_specific_category
Goodzones,https://goodzones.com,Other,"Goodzones is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",False,non_specific_category
Google I/O 2013,https://googleio2013.com,Other,"Google I/O 2013 is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",False,non_specific_category
Goooders,https://goooders.com,Other,"Goooders is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",False,non_specific_category
Gordils & Willis,https://gordilsandwillis.com,Other,"Gordils & Willis is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",False,non_specific_category
Gordon von Steiner,https://gordonvonsteiner.com,Other,"Gordon von Steiner is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",False,non_specific_category
Gosteli-Archiv,https://www.gosteli-archiv.ch/en?ref=a1.gallery,Other,"Gosteli-Archiv is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",False,non_specific_category
Gosteli-Archiv,https://www.gosteli.archiv.ch,Other,"Gosteli-Archiv is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",False,non_specific_category
Grace Brigade,https://www.gracebrigade.com/?ref=a1.gallery,Other,"Grace Brigade is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",False,non_specific_category
Grafik,https://grafik.com,Other,"Grafik is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",False,non_specific_category
Grafill,https://www.grafill.no,Other,"Grafill is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",False,non_specific_category
Grammarly Business,https://grammarly-business.com,Other,"Grammarly Business is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",False,non_specific_category
Grand + Nash,https://grandandnash.com,Other,"Grand + Nash is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",False,non_specific_category
Granola,https://granola.com,Other,"Granola is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",False,non_specific_category
Gras,https://gras.com,Other,"Gras is an innovative digital platform providing modern solutions, exceptional user experiences, and cutting-edge features designed to meet diverse needs.",False,non_specific_category
